주소,공원_요소명,공원_거리 (m),기관명_요소명,기관명_거리 (m),역명_요소명,역명_거리 (m),정류장명_요소명,정류장명_거리 (m),주차장_요소명,주차장_거리 (m),초등학교명,초등학교 거리,중학교명,중학교 거리,고등학교명,고등학교 거리
서울특별시 중랑구 동일로111길 5,서일대뒷산공원,1773,경희누리한의원,174,상봉,631,상봉2동복합청사.도서관,86,휘경유수지 공영주차장(구),956,서울중목초등학교,286,장안중학교,911,휘봉고등학교,1173
서울특별시 중랑구 동일로118길 18-8,서일대뒷산공원,1691,예원치과의원,143,상봉,409,상봉역.중랑우체국(중),200,휘경유수지 공영주차장(구),1176,서울상봉초등학교,444,장안중학교,729,중화고등학교,1193
서울특별시 중랑구 동일로121길 86,배봉산근린공원,2056,신누가의원,119,중화,683,중랑역.동부시장(중),313,휘경유수지(구),1013,서울상봉초등학교,579,장안중학교,579,중화고등학교,1079
서울특별시 중랑구 동일로123길 76,봉화산근린공원,1943,성모튼튼재활의학과의원,70,중화,508,국민은행중화동지점,313,휘경유수지(구),1158,서울상봉초등학교,615,장안중학교,477,중화고등학교,942
서울특별시 중랑구 동일로123길 80-14,봉화산근린공원,1903,성모튼튼재활의학과의원,77,중화,468,국민은행중화동지점,288,휘경유수지(구),1199,서울상봉초등학교,596,장안중학교,440,중화고등학교,901
서울특별시 중랑구 동일로124길 25,봉화산근린공원,1640,아트미소치과의원,145,상봉,480,중화동한신아파트,147,우림시장공영주차장(구),1453,서울상봉초등학교,148,장안중학교,252,중화고등학교,716
서울특별시 중랑구 동일로126길 47,봉화산근린공원,1547,최내과의원,225,상봉,435,중화동한신아파트,246,우림시장공영주차장(구),1342,서울상봉초등학교,106,장안중학교,268,중화고등학교,660
서울특별시 중랑구 동일로126길 53,봉화산근린공원,1542,최내과의원,225,상봉,419,중화동한신아파트,266,우림시장공영주차장(구),1323,서울상봉초등학교,97,장안중학교,286,중화고등학교,665
서울특별시 중랑구 동일로126길 55,봉화산근린공원,1534,최내과의원,232,상봉,409,중화동한신아파트,283,우림시장공영주차장(구),1306,서울상봉초등학교,97,장안중학교,298,중화고등학교,665
서울특별시 중랑구 동일로126길 65-20,봉화산근린공원,1433,정가정의학과의원,285,상봉,447,중화동한신아파트,358,우림시장공영주차장(구),1235,서울상봉초등학교,192,장안중학교,314,중화고등학교,592
서울특별시 중랑구 동일로126길 92,봉화산근린공원,1467,서울의원,208,상봉,339,상봉역.중랑우체국(중),334,우림시장공영주차장(구),1136,서울상봉초등학교,202,장안중학교,441,중화고등학교,694
서울특별시 중랑구 동일로126길 96,봉화산근린공원,1464,서울의원,190,상봉,333,상봉역.중랑우체국(중),337,우림시장공영주차장(구),1118,서울상봉초등학교,216,장안중학교,459,중화고등학교,703
서울특별시 중랑구 동일로126길 98,봉화산근린공원,1451,서울의원,180,상봉,342,상봉역.중랑우체국(중),350,우림시장공영주차장(구),1107,서울상봉초등학교,229,장안중학교,463,중화고등학교,696
서울특별시 중랑구 동일로126나길 10,봉화산근린공원,1519,류마앤마디내과의원,218,상봉,323,상봉역.중랑우체국(중),287,우림시장공영주차장(구),1195,서울상봉초등학교,136,장안중학교,410,중화고등학교,714
서울특별시 중랑구 동일로126나길 39,서일대뒷산공원,1646,튼튼이치과의원,82,상봉,199,상봉역.중랑우체국(중),137,우림시장공영주차장(구),1231,서울상봉초등학교,142,장안중학교,504,중화고등학교,861
서울특별시 중랑구 동일로130길 45,봉화산근린공원,1463,디앤에프병원,168,중화,389,중화동한신아파트,226,우림시장공영주차장(구),1400,서울중흥초등학교,232,장안중학교,141,중화고등학교,533
서울특별시 중랑구 동일로130길 90,봉화산근린공원,1293,민사랑치과의원,248,중화,518,중화동한신아파트,435,우림시장공영주차장(구),1213,서울중흥초등학교,112,장안중학교,321,중화고등학교,460
서울특별시 중랑구 동일로136가길 33,봉화산근린공원,1200,소나무한의원,222,중화,266,지하철7호선중화역,238,원묵 고등학교 공용 지하주차장(구),1352,서울묵동초등학교,104,중랑중학교,208,중화고등학교,196
서울특별시 중랑구 동일로136길 15,봉화산근린공원,1401,김상준정신건강의학과의원,66,중화,81,지하철7호선중화역,74,원묵 고등학교 공용 지하주차장(구),1522,서울묵동초등학교,107,장안중학교,211,중화고등학교,397
서울특별시 중랑구 동일로139라길 33,봉화산근린공원,1706,사랑인가정의원,208,중화,467,한국전력동대문중랑지사,408,외대역주차빌딩 공영(구),1498,서울신묵초등학교,243,중랑중학교,554,중화고등학교,800
서울특별시 중랑구 동일로143길 12-7,봉화산근린공원,1410,서울닥터우치과의원,61,중화,359,한국전력동대문중랑지사,113,원묵 고등학교 공용 지하주차장(구),1319,서울신묵초등학교,194,중랑중학교,275,중화고등학교,533
서울특별시 중랑구 동일로144길 31-5,봉화산근린공원,1164,예이랑치과교정과치과의원,104,중화,392,한국전력동대문중랑지사,152,원묵 고등학교 공용 지하주차장(구),1157,서울묵동초등학교,292,중랑중학교,74,중화고등학교,304
서울특별시 중랑구 동일로144길 37,봉화산근린공원,1149,예이랑치과교정과치과의원,115,중화,397,한국전력동대문중랑지사,168,원묵 고등학교 공용 지하주차장(구),1150,서울묵동초등학교,292,중랑중학교,71,중화고등학교,289
서울특별시 중랑구 동일로146길 13,봉화산근린공원,1219,강재훈치과의원,102,중화,439,한국전력동대문중랑지사,82,원묵 고등학교 공용 지하주차장(구),1142,서울신묵초등학교,325,중랑중학교,174,중화고등학교,411
서울특별시 중랑구 동일로146길 25,봉화산근린공원,1166,강재훈치과의원,141,중화,453,한국전력동대문중랑지사,131,원묵 고등학교 공용 지하주차장(구),1109,서울묵동초등학교,367,중랑중학교,152,중화고등학교,369
서울특별시 중랑구 동일로146길 27,봉화산근린공원,1154,강재훈치과의원,153,중화,460,한국전력동대문중랑지사,144,원묵 고등학교 공용 지하주차장(구),1099,서울묵동초등학교,371,중랑중학교,153,중화고등학교,362
서울특별시 중랑구 동일로148길 37,봉화산근린공원,1101,태릉마이크로의원,212,먹골,433,한국전력동대문중랑지사,208,원묵 고등학교 공용 지하주차장(구),1012,서울신묵초등학교,426,중랑중학교,234,중화고등학교,401
서울특별시 중랑구 동일로148길 43,봉화산근린공원,1082,태릉마이크로의원,224,먹골,438,한국전력동대문중랑지사,227,원묵 고등학교 공용 지하주차장(구),997,서울신묵초등학교,446,중랑중학교,240,중화고등학교,394
서울특별시 중랑구 동일로148길 45,봉화산근린공원,1071,태릉마이크로의원,237,먹골,448,한국전력동대문중랑지사,239,원묵 고등학교 공용 지하주차장(구),994,서울신묵초등학교,457,중랑중학교,237,중화고등학교,384
서울특별시 중랑구 동일로149가길 21,봉화산근린공원,1379,김영준내과의원,71,먹골,345,한국전력동대문중랑지사,99,원묵 고등학교 공용 지하주차장(구),1171,서울신묵초등학교,166,중랑중학교,401,중화고등학교,645
서울특별시 중랑구 동일로151길 77-6,봉화산근린공원,1691,사랑인가정의원,385,먹골,512,한국전력동대문중랑지사,404,석계역 공영주차장(시),1285,서울묵현초등학교,190,석관중학교,614,석관고등학교,656
서울특별시 중랑구 동일로152길 18-13,봉화산근린공원,1157,태릉마이크로의원,113,먹골,337,한국전력동대문중랑지사,159,원묵 고등학교 공용 지하주차장(구),998,서울신묵초등학교,375,중랑중학교,313,중화고등학교,502
서울특별시 중랑구 동일로152길 18-14,봉화산근린공원,1179,태릉마이크로의원,101,먹골,338,한국전력동대문중랑지사,136,원묵 고등학교 공용 지하주차장(구),1019,서울신묵초등학교,352,중랑중학교,310,중화고등학교,508
서울특별시 중랑구 동일로152길 26-17,봉화산근린공원,1127,태릉마이크로의원,148,먹골,364,한국전력동대문중랑지사,182,원묵 고등학교 공용 지하주차장(구),988,서울신묵초등학교,401,중랑중학교,294,중화고등학교,471
서울특별시 중랑구 동일로152길 40-10,봉화산근린공원,1079,태릉마이크로의원,178,먹골,356,먹골역,236,원묵 고등학교 공용 지하주차장(구),932,서울신묵초등학교,454,중랑중학교,329,중화고등학교,478
서울특별시 중랑구 동일로154길 23-20,봉화산근린공원,1133,마디세상병원,118,먹골,171,먹골역,139,원묵 고등학교 공용 지하주차장(구),828,서울신묵초등학교,510,태릉중학교,441,중화고등학교,688
서울특별시 중랑구 동일로154길 33-8,봉화산근린공원,1090,마디세상병원,173,먹골,244,먹골역,167,원묵 고등학교 공용 지하주차장(구),845,서울신묵초등학교,497,태릉중학교,451,중화고등학교,607
서울특별시 중랑구 동일로154길 47-7,봉화산근린공원,1038,마디세상병원,219,먹골,282,먹골역,219,원묵 고등학교 공용 지하주차장(구),801,서울신묵초등학교,547,태릉중학교,406,중화고등학교,597
서울특별시 중랑구 동일로157길 42,봉화산근린공원,1492,경희애한의원,182,먹골,221,먹골역,230,(구)북부지법주변(구),1094,서울묵현초등학교,179,중랑중학교,681,석관고등학교,770
서울특별시 중랑구 동일로157길 48,봉화산근린공원,1538,한마음한의원,200,먹골,255,먹골역,286,(구)북부지법주변(구),1074,서울묵현초등학교,157,중랑중학교,735,석관고등학교,724
서울특별시 중랑구 동일로157나길 8-2,봉화산근린공원,1378,경희미르애한의원,75,먹골,152,먹골역,111,원묵 고등학교 공용 지하주차장(구),1049,서울묵현초등학교,282,중랑중학교,580,중화고등학교,798
서울특별시 중랑구 동일로157라길 17-1,봉화산근린공원,1538,한마음한의원,155,먹골,248,묵동삼거리.먹골역,300,(구)북부지법주변(구),1027,서울묵현초등학교,193,석관중학교,767,석관고등학교,728
서울특별시 중랑구 동일로163길 12-40,봉화산근린공원,1421,김철우내과의원,46,먹골,258,묵동삼거리.먹골역,57,(구)북부지법주변(구),758,서울묵현초등학교,476,태릉중학교,616,원묵고등학교,845
서울특별시 중랑구 동일로163길 47-5,봉화산근린공원,1567,한마음한의원,94,먹골,291,묵동삼거리.먹골역,247,(구)북부지법주변(구),924,서울묵현초등학교,282,태릉중학교,786,석관고등학교,726
서울특별시 중랑구 동일로169가길 27,경춘선숲길,1376,강북제일내과의원,232,태릉입구,280,극동늘푸른아파트,178,(구)북부지법주변(구),588,서울공릉초등학교,423,태릉중학교,842,석관고등학교,887
서울특별시 중랑구 동일로91길 23,배봉산근린공원,1273,아산센트럴의원,158,사가정,882,늘푸른근린공원,158,면목유수지 공영주차장(시),372,은석초등학교,451,동국대학교사범대학부속중학교,528,동국대학교사범대학부속고등학교,530
서울특별시 중랑구 동일로92길 39-21,용마도시자연공원(사가정공원),1318,지안치과의원,128,면목,666,장안시장,224,면목유수지 공영주차장(시),548,서울면동초등학교,400,동국대학교사범대학부속중학교,939,동국대학교사범대학부속고등학교,941
서울특별시 중랑구 동일로92길 40,용마폭포공원,1321,아산센트럴의원,0,사가정,724,늘푸른근린공원,121,면목유수지 공영주차장(시),283,은석초등학교,550,동국대학교사범대학부속중학교,627,동국대학교사범대학부속고등학교,630
서울특별시 중랑구 동일로95나길 12-13,배봉산근린공원,1159,정현구치과의원,300,면목,1069,면목5동,183,면목유수지 공영주차장(시),663,서울휘봉초등학교,617,전동중학교,562,휘경공업고등학교,632
서울특별시 중랑구 동일로96가길 20,용마도시자연공원(사가정공원),1390,지안치과의원,116,사가정,731,늘푸른근린공원,152,면목유수지 공영주차장(시),490,서울면동초등학교,510,동국대학교사범대학부속중학교,834,동국대학교사범대학부속고등학교,837
서울특별시 중랑구 동일로99길 33-12,배봉산근린공원,1377,오명환정형외과의원,168,면목,871,동서그랜드맨션,123,휘경유수지 공영주차장(구),731,서울중랑초등학교,328,전동중학교,615,휘경공업고등학교,746
서울특별시 중랑구 망우로 236,서일대뒷산공원,1899,박용신경외과의원,38,상봉,627,중랑역.동부시장(중),239,휘경유수지(구),970,서울중목초등학교,458,장안중학교,756,휘봉고등학교,1229
서울특별시 중랑구 망우로 353,서일대뒷산공원,1338,마인드닥터주니어정신건강의학과의원,0,상봉,599,망우역.상봉터미널(중),71,우림시장공영주차장(구),577,서울중화초등학교,554,상봉중학교,379,혜원여자고등학교,737
서울특별시 중랑구 망우로 500,중랑캠핑숲,547,이홍규치과의원,71,신내,1395,동부제일병원.망우리공원(중),21,우림시장공영주차장(구),843,서울망우초등학교,366,영란여자중학교,371,이화여자대학교병설미디어고등학교,371
서울특별시 중랑구 망우로66길 56-10,서일대뒷산공원,1029,경희생명나무한의원,124,상봉,1172,우림시장.망우사거리(중),266,우림시장공영주차장(구),200,서울망우초등학교,477,혜원여자중학교,442,혜원여자고등학교,442
서울특별시 중랑구 망우로67가길 33,중랑캠핑숲,597,365서울연합의원,221,신내,1110,금란교회,244,우림시장공영주차장(구),627,서울동원초등학교,244,영란여자중학교,194,이화여자대학교병설미디어고등학교,194
서울특별시 중랑구 망우로68길 63,서일대뒷산공원,1059,UC성심치과의원,149,상봉,1367,용마공원입구,340,우림시장공영주차장(구),317,서울망우초등학교,304,봉화중학교,312,혜원여자고등학교,553
서울특별시 중랑구 망우로72길 59,중랑캠핑숲,999,금란치과의원,290,상봉,1540,금란교회(중),313,우림시장공영주차장(구),449,서울망우초등학교,155,봉화중학교,218,이화여자대학교병설미디어고등학교,658
서울특별시 중랑구 망우로73길 28-7,중랑캠핑숲,596,365서울연합의원,142,신내,1184,금란교회,160,우림시장공영주차장(구),612,서울동원초등학교,302,영란여자중학교,193,이화여자대학교병설미디어고등학교,193
서울특별시 중랑구 망우로73길 84-20,중랑캠핑숲,454,서울특별시북부병원,310,신내,889,양원역입구,208,우림시장공영주차장(구),845,서울동원초등학교,28,영란여자중학교,191,이화여자대학교병설미디어고등학교,191
서울특별시 중랑구 망우로74가길 9,중랑캠핑숲,819,러스크서울병원,176,신내,1555,금란교회,223,우림시장공영주차장(구),577,서울망우초등학교,78,봉화중학교,309,이화여자대학교병설미디어고등학교,508
서울특별시 중랑구 망우로75길 19,중랑캠핑숲,532,비타민의원,110,신내,1207,금란교회,161,우림시장공영주차장(구),684,서울동원초등학교,319,영란여자중학교,161,이화여자대학교병설미디어고등학교,161
서울특별시 중랑구 면목로30길 19-33,용마폭포공원,466,경희수한의원,87,용마산,274,용마폭포공원,147,용마폭포공원공영주차장(구),296,서울면남초등학교,134,용마중학교,198,동국대학교사범대학부속고등학교,1059
서울특별시 중랑구 면목로35길 38-6,용마폭포공원,866,이준호한의원,143,사가정,436,면목두산아파트2차,210,면목유수지 공영주차장(시),241,서울면남초등학교,371,용마중학교,542,동국대학교사범대학부속고등학교,801
서울특별시 중랑구 면목로40길 41-5,용마폭포공원,579,경희쥰한의원,190,사가정,299,면목동대원칸타빌아파트,102,용마폭포공원공영주차장(구),438,서울면남초등학교,187,용마중학교,501,면목고등학교,995
서울특별시 중랑구 면목로44마길 54,용마도시자연공원(사가정공원),509,연세메디플러스의원,275,사가정,440,면중초등학교,141,용마폭포공원공영주차장(구),1037,서울면동초등학교,560,중화중학교,227,면목고등학교,451
서울특별시 중랑구 면목로54길 84-5,용마도시자연공원(사가정공원),427,연세메디플러스의원,205,사가정,464,면중초등학교,65,용마폭포공원공영주차장(구),1004,서울면동초등학교,640,중화중학교,220,면목고등학교,414
서울특별시 중랑구 면목로56가길 37,서일대뒷산공원,894,명인한의원,115,면목,341,면목역,322,면목유수지 공영주차장(시),963,서울면동초등학교,211,중화중학교,518,면목고등학교,747
서울특별시 중랑구 면목로64길 8,서일대뒷산공원,850,명인한의원,146,면목,345,면목역,315,면목유수지 공영주차장(시),1003,서울면동초등학교,256,중화중학교,483,면목고등학교,708
서울특별시 중랑구 면목로72길 57,서일대뒷산공원,698,청구경희한의원,119,면목,308,농협앞,200,면목유수지 공영주차장(시),1251,서울면목초등학교,441,중화중학교,500,면목고등학교,671
서울특별시 중랑구 면목로85길 80-4,서일대뒷산공원,1586,경희누리한의원,191,상봉,488,상봉2동복합청사.도서관,153,휘경유수지 공영주차장(구),1130,서울중목초등학교,350,장안중학교,919,휘봉고등학교,1328
서울특별시 중랑구 면목로85길 84,서일대뒷산공원,1600,경희누리한의원,165,상봉,514,상봉2동복합청사.도서관,127,휘경유수지 공영주차장(구),1105,서울중목초등학교,325,장안중학교,934,휘봉고등학교,1302
서울특별시 중랑구 면목로91길 27,서일대뒷산공원,1444,강북21세기병원,100,상봉,208,지하철7호선상봉역,130,우림시장공영주차장(구),1308,서울면목초등학교,448,장안중학교,807,혜원여자고등학교,1109
서울특별시 중랑구 면목로92가길 15-11,서일대뒷산공원,1265,호기영치과의원,107,상봉,188,지하철7호선상봉역,114,우림시장공영주차장(구),1048,서울면목초등학교,439,상봉중학교,802,혜원여자고등학교,863
서울특별시 중랑구 면목천로23길 52,서일대뒷산공원,1490,서현의료소비자생활협동조합중랑제일의원,182,면목,500,중목초등학교,188,휘경유수지 공영주차장(구),1100,서울중목초등학교,250,전동중학교,1087,휘경공업고등학교,1230
서울특별시 중랑구 봉우재로12길 12-3,배봉산근린공원,1506,이상윤의원,76,면목,894,면목2동주민센터,214,휘경유수지 공영주차장(구),681,서울중목초등학교,170,전동중학교,698,휘봉고등학교,841
서울특별시 중랑구 봉우재로20길 33,서일대뒷산공원,1588,서현의료소비자생활협동조합중랑제일의원,136,면목,592,중목초등학교,80,휘경유수지 공영주차장(구),992,서울중목초등학교,146,전동중학교,979,휘경공업고등학교,1123
서울특별시 중랑구 봉우재로20길 35,서일대뒷산공원,1584,서현의료소비자생활협동조합중랑제일의원,150,면목,587,중목초등학교,76,휘경유수지 공영주차장(구),993,서울중목초등학교,150,전동중학교,975,휘경공업고등학교,1118
서울특별시 중랑구 봉우재로20길 37,서일대뒷산공원,1585,서현의료소비자생활협동조합중랑제일의원,162,면목,587,중목초등학교,69,휘경유수지 공영주차장(구),989,서울중목초등학교,150,전동중학교,967,휘경공업고등학교,1109
서울특별시 중랑구 봉우재로37길 17,서일대뒷산공원,1174,허훈치과의원,118,상봉,289,면목6거리,84,우림시장공영주차장(구),1076,서울면목초등학교,328,혜원여자중학교,821,혜원여자고등학교,821
서울특별시 중랑구 봉우재로41길 29,서일대뒷산공원,1147,호기영치과의원,236,상봉,312,면목6거리,196,우림시장공영주차장(구),947,서울면목초등학교,433,혜원여자중학교,732,혜원여자고등학교,732
서울특별시 중랑구 봉우재로41길 6,서일대뒷산공원,1040,허성한의원,256,상봉,416,면목6거리,201,우림시장공영주차장(구),923,서울면목초등학교,400,혜원여자중학교,645,혜원여자고등학교,645
서울특별시 중랑구 봉우재로43길 11,서일대뒷산공원,1052,이노아치과의원,268,상봉,413,면목6거리,236,우림시장공영주차장(구),887,서울면목초등학교,442,혜원여자중학교,632,혜원여자고등학교,632
서울특별시 중랑구 봉우재로55길 15,서일대뒷산공원,929,이노아치과의원,130,상봉,736,상봉터미널,161,우림시장공영주차장(구),531,서울면일초등학교,615,혜원여자중학교,338,혜원여자고등학교,338
서울특별시 중랑구 봉우재로5길 9-24,배봉산근린공원,1356,그린비치과의원,242,면목,1153,신성은하수아파트,163,휘경유수지 공영주차장(구),440,서울중랑초등학교,104,전동중학교,551,휘봉고등학교,653
서울특별시 중랑구 봉우재로64길 7,서일대뒷산공원,786,망우제일의원,87,상봉,1031,용마공원입구,179,우림시장공영주차장(구),447,서울면일초등학교,365,혜원여자중학교,160,혜원여자고등학교,160
서울특별시 중랑구 봉우재로71길 52,서일대뒷산공원,1014,망우제일의원,167,상봉,1024,망우역.망우지구대,276,우림시장공영주차장(구),227,서울면일초등학교,570,혜원여자중학교,387,혜원여자고등학교,387
서울특별시 중랑구 봉우재로71길 69,서일대뒷산공원,1037,중랑한의원,168,상봉,943,망우역.망우지구대(중),230,우림시장공영주차장(구),261,서울면일초등학교,615,혜원여자중학교,400,혜원여자고등학교,400
서울특별시 중랑구 봉화산로 102-5,봉화산근린공원,1093,민사랑치과의원,50,중화,580,지하철7호선중화역,567,우림시장공영주차장(구),1158,서울중흥초등학교,163,상봉중학교,388,중화고등학교,341
서울특별시 중랑구 봉화산로 106-9,봉화산근린공원,1090,민사랑치과의원,70,중화,615,지하철7호선중화역,602,우림시장공영주차장(구),1121,서울중흥초등학교,189,상봉중학교,352,중화고등학교,373
서울특별시 중랑구 봉화산로 153,봉화산근린공원,540,서울특별시중랑구보건소,161,중화,1146,중랑구청사거리,313,우림시장공영주차장(구),982,서울신현초등학교,174,신현중학교,156,신현고등학교,134
서울특별시 중랑구 봉화산로 55-6,봉화산근린공원,1411,소나무한의원,69,중화,140,지하철7호선중화역,145,원묵 고등학교 공용 지하주차장(구),1568,서울묵동초등학교,153,장안중학교,139,중화고등학교,411
서울특별시 중랑구 봉화산로22길 19,봉화산근린공원,1423,디앤에프병원,95,중화,323,중화동한신아파트,251,우림시장공영주차장(구),1434,서울중흥초등학교,207,장안중학교,97,중화고등학교,471
서울특별시 중랑구 봉화산로26가길 39-12,봉화산근린공원,1289,정가정의학과의원,122,상봉,497,망우역.상봉터미널(중),468,우림시장공영주차장(구),1067,서울중흥초등학교,249,상봉중학교,380,중화고등학교,567
서울특별시 중랑구 봉화산로2길 51,봉화산근린공원,2020,성모튼튼재활의학과의원,253,중화,560,국민은행중화동지점,484,외대역주차빌딩 공영(구),1143,서울묵동초등학교,721,장안중학교,605,중화고등학교,1017
서울특별시 중랑구 봉화산로2길 61,청량공원,2043,신누가의원,230,중화,618,국민은행중화동지점,512,휘경유수지(구),1089,서울묵동초등학교,778,장안중학교,651,중화고등학교,1074
서울특별시 중랑구 봉화산로30길 5-13,봉화산근린공원,1108,민사랑치과의원,74,중화,594,지하철7호선중화역,582,우림시장공영주차장(구),1139,서울중흥초등학교,166,상봉중학교,372,중화고등학교,367
서울특별시 중랑구 봉화산로30길 81,봉화산근린공원,1481,류마앤마디내과의원,199,상봉,323,상봉역.중랑우체국(중),320,우림시장공영주차장(구),1134,서울상봉초등학교,197,장안중학교,451,중화고등학교,710
서울특별시 중랑구 봉화산로30길 83,봉화산근린공원,1479,류마앤마디내과의원,182,상봉,313,상봉역.중랑우체국(중),323,우림시장공영주차장(구),1110,서울상봉초등학교,217,장안중학교,476,중화고등학교,724
서울특별시 중랑구 봉화산로30길 85,봉화산근린공원,1493,류마앤마디내과의원,185,상봉,309,상봉역.중랑우체국(중),309,우림시장공영주차장(구),1132,서울상봉초등학교,195,장안중학교,461,중화고등학교,724
서울특별시 중랑구 봉화산로30길 89,봉화산근린공원,1508,류마앤마디내과의원,167,상봉,291,상봉역.중랑우체국(중),294,우림시장공영주차장(구),1129,서울상봉초등학교,194,장안중학교,473,중화고등학교,742
서울특별시 중랑구 봉화산로30길 91,봉화산근린공원,1519,류마앤마디내과의원,153,상봉,276,상봉역.중랑우체국(중),284,우림시장공영주차장(구),1126,서울상봉초등학교,197,장안중학교,485,중화고등학교,757
서울특별시 중랑구 봉화산로3길 146,봉화산근린공원,1563,김영준내과의원,281,먹골,374,먹골역,278,원묵 고등학교 공용 지하주차장(구),1274,서울묵현초등학교,155,중랑중학교,603,석관고등학교,740
서울특별시 중랑구 봉화산로41길 17,봉화산근린공원,907,민사랑치과의원,154,중화,724,지하철7호선중화역,705,우림시장공영주차장(구),1089,서울중흥초등학교,351,상봉중학교,325,중화고등학교,361
서울특별시 중랑구 봉화산로43길 7,봉화산근린공원,901,민사랑치과의원,163,중화,733,성원아파트경남아너스빌앞,703,우림시장공영주차장(구),1083,서울중흥초등학교,359,상봉중학교,320,중화고등학교,368
서울특별시 중랑구 사가정로 374,용마도시자연공원(사가정공원),878,강북편한치과의원,52,사가정,214,사가정역,134,면목유수지 공영주차장(시),429,서울면남초등학교,401,용마중학교,683,동국대학교사범대학부속고등학교,1009
서울특별시 중랑구 사가정로42길 77-5,용마폭포공원,919,홀가분한의원,200,용마산,625,면목신우아파트,354,면목유수지 공영주차장(시),186,서울중곡초등학교,356,용마중학교,531,동국대학교사범대학부속고등학교,605
서울특별시 중랑구 사가정로43길 50,용마도시자연공원(사가정공원),1045,녹색치과의원,93,사가정,409,면목두산아파트2차,273,면목유수지 공영주차장(시),533,서울면동초등학교,261,중화중학교,849,동국대학교사범대학부속고등학교,1054
서울특별시 중랑구 상봉로 26-2,서일대뒷산공원,385,서울갤러리치과의원,159,면목,615,면목본동파출소,59,우림시장공영주차장(구),1202,서울면일초등학교,630,중화중학교,418,면목고등학교,470
서울특별시 중랑구 상봉로12길 37,서일대뒷산공원,450,중랑성모의원,133,면목,769,혜원여중고후문,86,우림시장공영주차장(구),883,서울면일초등학교,377,혜원여자중학교,282,혜원여자고등학교,282
서울특별시 중랑구 상봉로14길 23,서일대뒷산공원,602,한울한의원,101,면목,638,망우3동주민센터.혜원여중고후문,88,우림시장공영주차장(구),888,서울면일초등학교,529,혜원여자중학교,348,혜원여자고등학교,348
서울특별시 중랑구 상봉로15가길 31,서일대뒷산공원,595,서울찬치과의원,41,면목,522,동원시장,38,우림시장공영주차장(구),1021,서울면목초등학교,502,혜원여자중학교,476,혜원여자고등학교,476
서울특별시 중랑구 상봉로15길 49,서일대뒷산공원,853,동영한의원,203,면목,427,망우3동주민센터.혜원여중고후문,256,우림시장공영주차장(구),1028,서울면목초등학교,304,혜원여자중학교,603,혜원여자고등학교,603
서울특별시 중랑구 상봉로15길 52-5,서일대뒷산공원,868,동영한의원,246,면목,468,망우3동주민센터.혜원여중고후문,234,우림시장공영주차장(구),989,서울면목초등학교,331,혜원여자중학교,582,혜원여자고등학교,582
서울특별시 중랑구 상봉로15길 6,서일대뒷산공원,704,한울한의원,186,면목,617,망우3동주민센터.혜원여중고후문,46,우림시장공영주차장(구),860,서울면목초등학교,528,혜원여자중학교,379,혜원여자고등학교,379
서울특별시 중랑구 상봉로16길 13,서일대뒷산공원,653,서울한의원,181,면목,726,망우3동주민센터.혜원여중고후문,70,우림시장공영주차장(구),778,서울면일초등학교,487,혜원여자중학교,263,혜원여자고등학교,263
서울특별시 중랑구 상봉로16길 7,서일대뒷산공원,660,서울한의원,185,면목,693,망우3동주민센터.혜원여중고후문,38,우림시장공영주차장(구),804,서울면일초등학교,516,혜원여자중학교,296,혜원여자고등학교,296
서울특별시 중랑구 상봉로18길 14,서일대뒷산공원,672,서울한의원,159,면목,738,망우3동주민센터.혜원여중고후문,79,우림시장공영주차장(구),758,서울면일초등학교,491,혜원여자중학교,257,혜원여자고등학교,257
서울특별시 중랑구 상봉로18길 22,서일대뒷산공원,662,서울한의원,170,면목,783,망우3동주민센터.혜원여중고후문,125,우림시장공영주차장(구),724,서울면일초등학교,451,혜원여자중학교,210,혜원여자고등학교,210
서울특별시 중랑구 상봉로1길 25-4,서일대뒷산공원,545,김종현치과의원,144,면목,562,중화중학교삼거리,168,면목유수지 공영주차장(시),1250,서울면동초등학교,567,중화중학교,223,면목고등학교,410
서울특별시 중랑구 상봉로20길 81,서일대뒷산공원,781,망우제일의원,73,상봉,1068,용마공원입구,143,우림시장공영주차장(구),443,서울면일초등학교,345,혜원여자중학교,170,혜원여자고등학교,170
서울특별시 중랑구 상봉로20길 91,서일대뒷산공원,789,연세산돌병원,64,상봉,1115,용마공원입구,103,우림시장공영주차장(구),430,서울면일초등학교,333,혜원여자중학교,203,혜원여자고등학교,203
서울특별시 중랑구 상봉로23길 11,서일대뒷산공원,944,이노아치과의원,54,상봉,600,상봉터미널,202,우림시장공영주차장(구),689,서울면목초등학교,616,혜원여자중학교,435,혜원여자고등학교,435
서울특별시 중랑구 상봉로26길 49,서일대뒷산공원,953,망우제일의원,195,상봉,892,상봉터미널,247,우림시장공영주차장(구),364,서울면일초등학교,559,혜원여자중학교,317,혜원여자고등학교,317
서울특별시 중랑구 상봉중앙로5나길 10,봉화산근린공원,1207,건양한의원,88,상봉,573,망우역.상봉터미널(중),485,우림시장공영주차장(구),1039,서울중흥초등학교,244,상봉중학교,316,중화고등학교,523
서울특별시 중랑구 상봉중앙로5다길 10,봉화산근린공원,1300,정가정의학과의원,99,상봉,479,망우역.상봉터미널(중),443,우림시장공영주차장(구),1048,서울중흥초등학교,274,상봉중학교,374,중화고등학교,591
