주차장명,위도,경도,주소,전화번호,유무료구분,기본 주차 요금,추가 단위 요금,기본 주차 시간(분 단위),추가 단위 시간(분 단위),일 최대 요금,버스 기본 주차 요금,버스 추가 단위 요금,주소_정제
용산구 한강로2가 2-28(구),37.528709,126.969918,용산구 한강로2가 2-28,,Y,250.0,,10.0,,,0.0,0.0,용산구 한강로2가 2-28
용산구 한강로2가 2-39(시),37.530919,126.96875,용산구 한강로2가 2-39,,Y,4000.0,4000.0,60.0,60.0,,0.0,0.0,용산구 한강로2가 2-39
용산주차빌딩(구),37.533878,126.960073,용산구 원효로3가 51-5,027073163,Y,3000.0,250.0,60.0,5.0,21000.0,0.0,0.0,용산구 원효로3가 51-5
용산구 한강로1가 236-5(구),37.534509,126.973748,용산구 한강로1가 236-5,,Y,250.0,,5.0,,,0.0,0.0,용산구 한강로1가 236-5
용산전자상가5(구),37.5338,126.963423,용산구 용산동3가 2-1,02-707-3164,Y,250.0,250.0,5.0,5.0,,0.0,0.0,용산구 용산동3가 2-1
용산전자상가2(구),37.532696,126.963073,용산구 한강로3가 14-1,02-707-3149,Y,250.0,250.0,5.0,5.0,,0.0,0.0,용산구 한강로3가 14-1
용산전자상가1(구),37.532052,126.964791,용산구 용산동3가 12-0,02-707-3105,Y,250.0,250.0,5.0,5.0,,0.0,0.0,용산구 용산동3가 12-0
21-37(구),37.43888366,126.51031494,송파구 잠실동 348-0,,N,,,,,,,,송파구 잠실동 348-0
하나로빌딩 옆(구),37.572461,126.985445,종로구 인사동 277-0,02-2236-0052,Y,500.0,,5.0,,,0.0,0.0,종로구 인사동 277-0
공유) 03-34구역(구),37.467164,126.9062501,금천구 독산동 376-11,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 376-11
공유) 02-10구역(구),37.471947,126.88794,금천구 독산동 336-27 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 336-27 
공유) 03-10구역(구),37.462646,126.8996,금천구 독산동 1058-7,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1058-7
공유) 03-22구역(구),37.465446,126.898415,금천구 독산동 1031-13,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1031-13
공유) 03-32구역(구),37.464367,126.90622,금천구 독산동 378-422 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 378-422 
공유) 04-00구역(구),37.473506,126.904747,금천구 독산동 992-27,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 992-27
공유) 04-04구역(구),37.47755,126.909805,금천구 독산동 906-51,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 906-51
공유) 04-08구역(구),37.478214,126.90511,금천구 독산동 884-2,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 884-2
공유) 04-11구역(구),37.477253,126.905014,금천구 독산동 885-5,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 885-5
공유) 04-12구역(구),37.47713,126.90653,금천구 독산동 883-17 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 883-17 
공유) 04-17구역(구),37.475758,126.90551,금천구 독산동 887-21 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 887-21 
삼성유료주차장(시),37.5240922,127.0308918,강남구 신사동 625-13,,Y,3000.0,1000.0,30.0,10.0,30000.0,0.0,0.0,강남구 신사동 625-13
강남한티주차장(구),37.4962887,127.0520469,강남구 역삼동 765-16,02-570-1444,Y,3000.0,1000.0,30.0,10.0,30000.0,0.0,0.0,강남구 역삼동 765-16
역삼문화공원제1호공영주차장(구),37.5002834,127.0299377,강남구 역삼동 635-1,02-1544-3113,Y,300.0,300.0,5.0,5.0,,0.0,0.0,강남구 역삼동 635-1
서울암사동유적 주차장(시),37.5591723,127.1303425,강동구 암사동 139-2,,Y,1000.0,1000.0,540.0,540.0,,0.0,0.0,강동구 암사동 139-2
하늘 공영주차장(구),37.515251709239,126.8615113198757,양천구 신정동 323-33,02-2644-1386,Y,150.0,,5.0,,,0.0,0.0,양천구 신정동 323-33
가오천 노상공영(구),37.64394006,127.02532497,강북구 수유동 181-40,,Y,200.0,200.0,5.0,5.0,10000.0,0.0,0.0,강북구 수유동 181-40
아카데미 노상공영(구),37.64396829,127.00388945,강북구 수유동 535-76,,Y,200.0,200.0,5.0,5.0,10000.0,0.0,0.0,강북구 수유동 535-76
화곡4-1 공영주차장(구),37.53431225,126.86105755,강서구 화곡동 809-26,02-2645-1574,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 809-26
곰달래 문화복지센터 공영주차장(구),37.52904612,126.84886082,강서구 화곡동 890-0,02-2690-2818,Y,100.0,100.0,5.0,5.0,5000.0,0.0,0.0,강서구 화곡동 890-0
목동노외 공영주차장(시),37.53344049,126.87660968,양천구 목동 905-32,02-2664-1386,Y,150.0,150.0,5.0,5.0,9000.0,0.0,0.0,양천구 목동 905-32
가오리 공영주차장(구),37.64160736,127.01498164,강북구 수유동 349-3,02-944-3046,Y,150.0,150.0,5.0,5.0,10000.0,0.0,0.0,강북구 수유동 349-3
