기관명,병원경도,병원위도,주소,대표전화,진료시간(월요일)S,진료시간(월요일)C
하나로신경과의원,126.8674066,37.54928297,"서울특별시 양천구 공항대로 558, 3층 (목동, 남영빌딩)",02-2646-1182,900,1830
하나로이비인후과의원,126.8375371,37.53402085,"서울특별시 강서구 월정로 160, 2층 204, 205호 (화곡동, 화곡대림아파트)",02-2606-2975,910,1800
하나로치과의원,126.981438,37.57096177,"서울특별시 종로구 종로 33, 그랑서울 TOWER1-OA-501 일부호 (청진동)",02-2198-7320,900,1700
하나로치과의원,127.0653367,37.51293799,"서울특별시 강남구 봉은사로114길 32, 우남빌딩 3층 (삼성동)",02-563-5435,930,1830
하나로치과의원,127.0508313,37.65511059,서울특별시 도봉구 마들로11길 20 (창동),02-902-2875,930,1830
하나마취통증의학과의원,127.0979424,37.5990279,서울특별시 중랑구 망우로 412 (망우동),02-435-2525,910,1800
하나미의원,126.9160975,37.57548326,"서울특별시 서대문구 거북골로 120, 상가2동 210호(일부),211호 (남가좌동, DMC센트레빌)",02-303-8887,930,1830
하나비의원,127.0251455,37.5041557,"서울특별시 강남구 강남대로 468, 9층 (역삼동, 충림빌딩)",02-569-1161,1000,1900
하나산부인과의원,127.1266583,37.50855126,"서울특별시 송파구 마천로 53, 3층 (오금동)",02-408-3814,930,1830
하나산부인과의원,126.9413722,37.54761691,"서울특별시 마포구 대흥로 83, 1층 (대흥동, 신동빌딩)",02-3274-1373,930,1830
하나수의원,126.9182453,37.45221259,"서울특별시 금천구 금하로 793, 상가 에이동 2층 204,205,217,218호 (시흥동, 벽산아파트)",02-894-1189,930,1930
하나신경외과의원,126.8429605,37.52203289,서울특별시 양천구 오목로 48 (신월동),02-2603-1910,930,1600
하나안과의원,127.0307216,37.61206853,"서울특별시 강북구 도봉로 34, 5층 (미아동, 트레지오빌딩)",02-980-7878,900,1800
하나의원,127.061798,37.65108859,"서울특별시 노원구 동일로 1372, 2층 (상계동, 동보빌딩)",02-932-1175,900,1800
하나의원,127.0641486,37.56909732,"서울특별시 동대문구 한천로 86, 2층 (장안동)",02-2247-1287,900,1830
하나의원,126.9622042,37.5096318,"서울특별시 동작구 현충로 52, 단지내상가 104동 동 18호 (흑석동, 아크로리버하임)",02-811-1655,1000,1700
하나의원,127.1356161,37.52739525,서울특별시 강동구 양재대로 1355 (성내동),02-477-7585,830,1800
하나의원,126.8469518,37.54524483,"서울특별시 강서구 까치산로 73, 5층 (화곡동)",02-2601-1190,900,1900
하나의원,127.023026,37.54833272,서울특별시 성동구 독서당로 307-1 (금호동3가),02-2254-0089,830,1830
하나의원,127.1448573,37.49281474,"서울특별시 송파구 오금로 506 (거여동, 3층)",02-404-9879,900,1830
하나의원,126.9075189,37.51035488,"서울특별시 영등포구 도신로33가길 4, 1층 (도림동)",02-831-3828,900,1730
하나이비인후과병원,127.042974,37.49791957,"서울특별시 강남구 역삼로 245, 지하2층일부 1층일부 2~7층 (역삼동)",02-6925-1111,900,1800
하나이비인후과의원,127.0601779,37.65383103,"서울특별시 노원구 동일로 1405, 국민은행노원지점 5층 (상계동)",02-952-8883,900,1930
하나이비인후과의원,126.9123139,37.57083922,"서울특별시 서대문구 수색로 56, 성공타워1 212호 (북가좌동)",02-373-0075,900,1900
하나이비인후과의원,127.0995027,37.51532353,"서울특별시 송파구 송파대로 562, 3층 (신천동, 한빛프라자,삼성웰리스아파트)",02-416-5255,830,1900
하나이비인후과의원,126.9716837,37.54475839,"서울특별시 용산구 한강대로 297, 우신빌딩 2층 (갈월동)",02-711-9001,910,1800
하나이비인후과의원,127.0151919,37.54427075,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 2층 212, 213호 (옥수동)",02-2298-9930,900,1830
하나재활의학과의원,126.8385614,37.53328325,"서울특별시 강서구 가로공원로76길 88, 2층 (화곡동, 월정빌딩)",02-2696-7545,900,1830
하나정신건강의학과의원,127.0160198,37.59280539,"서울특별시 성북구 동소문로 97, 5층 2호 (동소문동6가)",02-922-3075,900,1830
하나정신과의원,127.0619343,37.49426333,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",02-555-6018,1000,1830
하나정형외과의원,126.9193416,37.63574173,"서울특별시 은평구 진관2로 29-21, 드림스퀘어 406호 (진관동)",02-384-1233,900,1900
하나정형외과의원,127.0436876,37.66569899,"서울특별시 도봉구 도봉로150길 8, 이안테라디움 방학역 208, 209, 210호 (방학동)",02-988-2244,830,1800
하나정형외과의원,127.080187,37.58705478,"서울특별시 중랑구 동일로 634, 2층, 4층 (면목동, 덕천빌딩)",02-495-0119,900,1800
하나정형외과의원,126.8917086,37.48999574,"서울특별시 구로구 도림로 75, 한진빌딩 2층 (구로동)",02-858-5777,900,1830
하나치과의원,126.9259577,37.62102333,"서울특별시 은평구 연서로 284, 2층 (불광동)",02-6449-9975,930,1800
하나치과의원,126.9344906,37.49778227,"서울특별시 동작구 성대로 72, 지하1층 (상도동)",02-711-6133,930,1830
하나치과의원,126.9201804,37.4604789,"서울특별시 관악구 난곡로 50, 3층 301호 (신림동, 자연빌딩)",02-861-7799,930,1800
하나치과의원,127.0825451,37.53582177,"서울특별시 광진구 자양로15길 18, 3층 (자양동, 혜성빌딩)",02-452-5663,1000,1830
하나치과의원,126.8543214,37.48617746,서울특별시 구로구 개봉로3길 35,02-2614-2800,900,1800
하나치과의원,127.1353191,37.52898829,"서울특별시 강동구 풍성로 214, 2층 (성내동)",02-478-8877,1000,1900
하나치과의원,126.8652886,37.55153965,서울특별시 강서구 공항대로 525 (등촌동),02-2659-0028,830,1700
하나치과의원,127.1144061,37.51156573,"서울특별시 송파구 백제고분로48길 9, 301호 (방이동, 산수빌딩)",02-422-0178,930,1800
하나항맥외과의원,126.9537776,37.48329517,"서울특별시 관악구 관악로 203, 3층 (봉천동)",02-875-7233,930,1830
하나효요양병원,126.9162125,37.61159328,"서울특별시 은평구 서오릉로 149, 세웅그룹빌딩 3~9층 (구산동)",02-356-7007,900,1800
하내과의원,127.0145892,37.54107958,서울특별시 성동구 한림말길 31 삼성아파트상가 204호 (옥수동),02-2295-8275,900,1800
하늘내과의원,127.0436867,37.67232939,"서울특별시 도봉구 도봉로 759, 2, 3층 (도봉동)",02-2091-1500,900,1600
하늘라인의원,127.0571469,37.5457314,"서울특별시 성동구 성수이로 119, 덕산빌딩 2층 (성수동2가)",02-2038-7672,1000,1900
하늘마취통증의학과의원,127.0344297,37.48525961,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 (도곡동)",02-529-9333,930,1700
하늘미소치과의원,127.0619166,37.49334891,"서울특별시 강남구 남부순환로 2936, 윈플러스상가 2층 201호 (대치동)",02-565-3533,1000,1830
하늘별소아청소년과의원,127.0764712,37.65121027,"서울특별시 노원구 한글비석로 263, 3층 (중계동, 성모빌딩)",02-951-8811,830,2200
하늘병원,127.0556347,37.56517853,"서울특별시 동대문구 천호대로 317, 하늘병원 (답십리동)",15447588,830,2000
하늘빛사랑정신건강의학과의원,127.1239001,37.49392033,"서울특별시 송파구 송이로 144, 유진빌딩 3층 (가락동)",02-408-8359,1000,2000
하늘빛연세안과의원,127.1684124,37.55736719,"서울특별시 강동구 고덕로 385, 고덕그라시움(제4상가) 4층 410~412호 (고덕동)",02-2135-9007,930,1800
하늘빛정신건강의학과의원,126.9827083,37.48725125,"서울특별시 서초구 동작대로 120, 성산빌딩 3층 302호 (방배동)",02-3478-8786,1000,2000
하늘사랑치과의원,127.0283497,37.49272887,"서울특별시 서초구 사임당로 171, 3층 (서초동, EWR빌딩)",02-584-7227,1000,1900
하늘숲소아청소년과의원,127.0352897,37.658418,"서울특별시 도봉구 도당로 2, 4층 (쌍문동)",02-904-3553,900,2000
하늘안과의원,127.0224916,37.50764457,서울특별시 서초구 강남대로 509(반포동),02-573-9779,1000,1630
하늘의원,127.0405068,37.52544495,서울특별시 강남구 도산대로55길 29  (청담동),02-542-3550,1100,2100
하늘이비인후과의원,126.9166442,37.50026726,"서울특별시 영등포구 신풍로 93, 메트하임 2층 203호 (신길동)",02-847-5075,900,1900
하늘정원치과의원,126.8360119,37.55045593,서울특별시 강서구 강서로 277 (내발산동),02-2662-0076,930,1830
합정치과의원,126.9144986,37.54849142,서울특별시 마포구 독막로 10 (합정동),02-334-2876,1000,1800
하늘치과의원,126.9249542,37.50985709,"서울특별시 동작구 알마타길 6, 112호 (대방동, 신동아파밀리에상가)",02-816-2978,930,1800
하늘치과의원,127.0610609,37.62350433,"서울특별시 노원구 석계로 98-1, 301호 (월계동)",02-909-2275,1000,2030
하늘치과의원,127.1319964,37.4884156,"서울특별시 송파구 송이로31길 6 (문정동, 기영빌딩 201호)",02-401-2825,930,1830
하늘치과의원,126.9712699,37.58125279,서울특별시 종로구 자하문로 58 (창성동),02-737-2804,930,1730
하루에치과의원,127.0211411,37.52157677,"서울특별시 강남구 강남대로162길 41-11, 하루에치과빌딩 지하1층,지상2~3층 (신사동)",1544-0208,830,1730
하루의원,127.0203412,37.51607746,"서울특별시 강남구 도산대로 104, 7층 (논현동, 1st Avenue)",02-511-2213,1100,2000
하루치과의원,126.9531198,37.54163862,"서울특별시 마포구 새창로 30, 백상빌딩 3층 (도화동)",02-711-7528,930,1830
하루플란트치과의원,127.0265109,37.49916032,"서울특별시 서초구 강남대로 411, 7~10층 (서초동)",02-534-2875,930,2000
하루하나문민철의원,127.0394635,37.47107281,"서울특별시 서초구 마방로2길 57, 승진빌딩 2층 (양재동)",02-2039-1004,1100,2000
하림치과의원,126.9726687,37.56301491,"서울특별시 중구 서소문로 103, 배재빌딩 7층 703호 (서소문동)",02-755-2014,1000,1900
하맥외과의원,127.0248727,37.63679155,"서울특별시 강북구 도봉로 324, 7층 (번동, 탑메디칼센터)",02-985-2332,930,1830
하모니여성의원,126.9648922,37.52704046,"서울특별시 용산구 한강대로 69, 3층 312-2,313-1호 (한강로2가, 용산푸르지오써밋)",02-793-3132,1000,2000
하모니치과의원,127.1432421,37.54566357,"서울특별시 강동구 양재대로 1570, 미래빌딩 6층 (명일동)",02-428-2844,1000,1800
하바나의원,126.837758,37.55811177,"서울특별시 강서구 공항대로 272, 하바나빌딩 8층 (내발산동)",1566-1486,1000,1900
하버드재활의학과의원,126.9776984,37.47606844,서울특별시 관악구 남현길 7 (남현동),02-3474-8275,900,1900
하버디안치과의원,126.9782565,37.56842322,"서울특별시 중구 세종대로 136, 지하1층 (태평로1가, 파이낸스빌딩)",02-3783-0660,1000,1800
하상현치과의원,126.9967125,37.4824301,"서울특별시 서초구 방배로 91, 2층 (방배동, 신진빌딩)",02-584-2833,930,1800
하얀돌치과의원,127.0195447,37.48558422,"서울특별시 서초구 효령로 322, 2층 (서초동)",02-582-2102,1000,1800
하얀미소치과교정과치과의원,127.0622779,37.65579183,"서울특별시 노원구 상계로 64, 4층 2호 (상계동)",02-931-0428,1000,1830
하얀미소치과의원,126.9228966,37.57728259,"서울특별시 서대문구 증가로 131-1, 2층 (남가좌동)",02-376-2875,930,2030
하얀새이치과의원,127.0138687,37.64858589,서울특별시 강북구 삼양로 509 (수유동),02-993-5156,830,1700
하얀의원,126.9206869,37.4997407,"서울특별시 동작구 여의대방로 142, 4층 (대방동)",02-822-5857,930,2030
하얀치과의원,126.9453294,37.58746201,"서울특별시 서대문구 통일로 431, 2층, 3층 (홍제동)",02-395-8428,930,1730
하얀치과의원,127.0493344,37.65682642,"서울특별시 도봉구 노해로69길 97 (창동, 동아청솔상가 205호)",02-903-2875,900,1800
하얀치과의원,126.9563795,37.48539893,"서울특별시 관악구 관악로 236, 3층 (봉천동)",02-882-8275,930,1830
하얀치과의원,126.8951535,37.50623471,"서울특별시 영등포구 도신로 31, 상가동 101호 (대림동)",02-849-7356,1000,1800
하얀치과의원,127.1214394,37.53699832,"서울특별시 송파구 풍성로25길 41, 3층 (풍납동)",02-477-2878,1000,1900
하예스킨의원,127.0094662,37.53401211,"서울특별시 용산구 독서당로 80, 대정빌딩 2층 (한남동)",02-797-0727,1000,1900
하오덤의원,127.0274266,37.5244213,"서울특별시 강남구 논현로167길 9, 낙산프라자 5층 (신사동)",02-512-3113,1000,1900
하와유재활의학과의원,127.0289915,37.49882537,"서울특별시 강남구 테헤란로 109, 강남제일빌딩 2,5층 (역삼동)",02-558-7588,1000,2000
하이덴트치과의원,126.89219,37.49662372,서울특별시 구로구 가마산로 286,02-867-2913,930,1830
하이맨유로연합의원,127.0444287,37.58019556,"서울특별시 동대문구 왕산로 191-1, 2층 (청량리동)",02-967-9100,1000,1830
하이맵의원,127.0165761,37.49422002,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 201호 (서초동)",02-6232-7582,900,1900
하이뷰티의원,126.9048917,37.53269099,"서울특별시 영등포구 양평로 12, 정오빌딩 5층 (당산동6가)",02-2633-1003,1000,1800
하이비뇨의학과의원,127.0697577,37.54395902,"서울특별시 광진구 능동로13길 39, 한아름건물 3층 (화양동)",02-468-0714,1000,2000
하이안과의원,127.0214654,37.51732614,"서울특별시 강남구 도산대로 119, 3층 (신사동)",02-540-5377,930,1830
하이연세산부인과의원,127.0265048,37.49806091,"서울특별시 서초구 서초대로77길 3, 아라타워 205,206,207,208,210,211,212호 (서초동)",02-545-3500,1000,1900
하이의원,126.8391075,37.54157779,"서울특별시 강서구 화곡로 157, 202호 (화곡동)",02-2065-0050,1000,1900
하이치과의원,127.1125371,37.51697138,"서울특별시 송파구 백제고분로51길 30, 5층 (방이동)",02-402-2875,1000,1900
하이치과의원,127.0952677,37.54115612,"서울특별시 광진구 광나루로 608, 2층 (구의동)",02-3436-2275,1000,1830
하이치과의원,126.9634174,37.48837303,"서울특별시 동작구 사당로2가길 102, 상가동 2층 12호 (사당동, 사당자이아파트)",02-521-1550,1000,1900
하이치과의원,126.9328946,37.54779701,"서울특별시 마포구 창전로 60, 3층 (구수동, 서강빌딩)",02-3275-2233,930,1830
하일리의원,127.0280999,37.5253453,"서울특별시 강남구 논현로 857, A857 5층 (신사동)",02-6207-7006,1000,1900
하임치과의원,127.0383187,37.50443202,"서울특별시 강남구 논현로98길 34, 4층 (역삼동)",02-596-2080,900,1800
하정한정형외과의원,126.9278966,37.49946331,"서울특별시 동작구 보라매로 113, 4층 (대방동)",02-812-2211,830,1800
하정훈소아청소년과의원,126.9732433,37.48330578,서울특별시 동작구 사당로 230-1 (사당동),02-597-7275,930,1600
하창윤치과의원,127.0875892,37.49169211,"서울특별시 강남구 양재대로55길 13, 조이빌딩 2층 (일원동)",02-3411-1452,930,1800
하철원정형외과의원,127.0230825,37.50843752,"서울특별시 강남구 강남대로 518, 3층, 4층 (논현동)",02-517-1110,900,1800
하트스캔치과의원,127.066993,37.50712432,"서울특별시 강남구 테헤란로114길 38, 동일타워 지하1층 (대치동)",02-539-7526,830,1700
하트온치과의원,126.8640215,37.53979233,"서울특별시 양천구 등촌로 110 (목동, 일신파스텔주상복합아파트)",02-2643-7729,900,1800
하트웰의원,127.0580539,37.54349891,"서울특별시 성동구 아차산로 126, 더리브 세종타워 201,202호 (성수동2가)",02-461-8080,930,1830
하트치과의원,126.8815995,37.47816923,"서울특별시 금천구 가산디지털1로 145, 에이스하이엔드타워3차 2층 205호 (가산동)",02-2624-0022,1000,2000
하프의원,127.0214654,37.51732614,"서울특별시 강남구 도산대로 119, 13층 (신사동)",02-6956-4021,1000,2030
하피스의원,127.0278566,37.52581153,"서울특별시 강남구 압구정로28길 11, 4,5층 (신사동)",02-3481-8600,930,1830
하하치과의원,127.019323,37.59738598,"서울특별시 성북구 북악산로 844, 상가동 302호 (돈암동, 브라운스톤)",02-921-7522,1000,1800
하하치과의원,126.8589518,37.53307069,"서울특별시 강서구 등촌로5길 80, 1층 (화곡동)",02-2061-2875,930,1800
하하하치과의원,127.1160786,37.52903048,"서울특별시 송파구 토성로 58, 2층 (풍납동, 도원빌딩)",02-479-1617,930,1830
학교법인가톨릭학원가톨릭대학교서울성모병원,127.0047273,37.5018008,서울특별시 서초구 반포대로 222 (반포동),0215881511,800,1700
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),127.0264709,37.58715608,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",1577-0083,830,1730
학교법인대진교육재단제인병원,127.0569443,37.549461,서울특별시 성동구 광나루로 243 (송정동),02-3408-2100,900,1800
학교앞작은의원,126.945687,37.55712198,"서울특별시 서대문구 이화여대길 1, 2층 (대현동)",02-313-3105,900,1900
학동본내과의원,127.0311867,37.51442274,"서울특별시 강남구 학동로 203, 2층 (논현동)",02-6205-7788,830,1830
학아재의원,127.0273388,37.52311631,"서울특별시 강남구 논현로159길 10, 5층,7층 (신사동)",02-515-7647,830,1700
한&진서울치과의원,126.9899044,37.53941842,"서울특별시 용산구 회나무로 30 ,3층(이태원동)",02-798-2824,1000,1800
한가람마취통증의학과의원,127.0100362,37.55442835,"서울특별시 중구 다산로11길 3, 약수JK빌딩 4층 (신당동)",02-2235-7582,930,1900
한가람신경외과의원,127.0352344,37.50525632,"서울특별시 강남구 논현로 550, 라현빌딩 2.3.4.5층 (역삼동)",02-508-7582,930,1900
한가정신경과의원,126.8986415,37.49374053,"서울특별시 영등포구 도림로 150, 2층 (대림동, 미래빌딩)",02-849-9897,900,1800
한가정의학과의원,126.8634825,37.50420906,"서울특별시 구로구 경인로47길 126, 2층 (고척동)",02-2689-7525,900,1830
한강수병원,126.8909137,37.52240478,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",02-1800-7119,900,1800
한강외과의원,126.842018,37.51776043,"서울특별시 양천구 신월로 164, 304,305호 (신월동, 승일뷰티타워2)",02-2065-7575,900,1830
한걸음가정의학과의원,127.013298,37.65477607,"서울특별시 도봉구 삼양로 580-4, 2층 (쌍문동, 노스블릭)",02-996-9110,830,1800
한걸음더치과의원,127.0885616,37.50393768,"서울특별시 송파구 백제고분로 198, 2층 201호 (삼전동)",02-415-2080,930,2030
한걸음요양병원,127.087565,37.59652239,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,900,1800
한결치과의원,126.8529076,37.53119004,서울특별시 강서구 곰달래로 179 (화곡동),02-2692-2875,1000,1830
홍안과의원,127.0579964,37.57685104,서울특별시 동대문구 전농로 134 (전농동),02-2244-9575,930,1800
한경익치과의원,126.8594488,37.51986927,"서울특별시 양천구 중앙로32길 55, 3층 303호 (신정동)",02-2646-6147,930,1630
한광수치과의원,127.0847979,37.48553054,"서울특별시 강남구 광평로19길 15, 202호 (일원동, 목련타운아파트)",02-451-9844,1000,1700
한국건강관리협회 건강증진의원,127.1006114,37.51442735,"서울특별시 송파구 올림픽로 269, 3,5,9층 (신천동, 롯데캐슬골드)",02-2140-6000,800,1700
한국건강관리협회건강증진의원,126.8508085,37.55388664,"서울특별시 강서구 화곡로 335, 한국건강관리협회서울서부지부 (화곡동)",02-2600-2000,800,1600
홍앤유의원,126.9520838,37.480948,"서울특별시 관악구 남부순환로 1820, 7층 (봉천동, 에그엘로우)",02-6276-8600,1000,2000
한소단의원,127.0171091,37.59225977,"서울특별시 성북구 동소문로20가길 12, 3층, 4층 (동선동1가)",02-928-5678,1000,2000
한성익의원.치과의원,127.0281551,37.49471194,"서울특별시 서초구 서초대로78길 36, 11층 (서초동, 강남지웰타워)",02-517-9595,1000,1800
한순기치과의원,127.0571911,37.5112868,"서울특별시 강남구 테헤란로87길 57, 7층 (삼성동)",02-508-1179,930,1800
한국건강관리협회건강증진의원,127.0319779,37.57771114,"서울특별시 동대문구 왕산로 78, 지하1층~지상7층 (용두동)",02-3290-9800,730,1700
한국건강관리협회건강증진치과의원,126.8508085,37.55388664,"서울특별시 강서구 화곡로 335, 한국건강관리협회서울서부지부 5층 (화곡동)",02-2600-2000,800,1600
한국건강관리협회건강증진치과의원,127.1006114,37.51442735,"서울특별시 송파구 올림픽로 269, 3층 (신천동, 롯데캐슬골드)",02-2140-6000,800,1600
한국건강관리협회건강증진치과의원,127.0319779,37.57771114,"서울특별시 동대문구 왕산로 78, 3층 (용두동)",02-3290-9800,730,1700
한국공항공사서울지사,126.7997094,37.56090248,서울특별시 강서구 하늘길 78 (과해동),02-2660-2578,730,1700
한국보훈복지의료공단서울요양병원,127.1479256,37.52846375,"서울특별시 강동구 진황도로61길 53, 서울요양병원 (둔촌동)",02-2225-1234,830,1730
한국보훈복지의료공단중앙보훈병원,127.1467189,37.5282209,서울특별시 강동구 진황도로61길 53 (둔촌동),02-2225-1111,900,1730
한국안과의원,127.0119197,37.60472238,"서울특별시 성북구 정릉로 251, 3층 (정릉동)",02-912-5678,900,1800
한국영상의원,127.0336421,37.5060839,"서울특별시 강남구 논현로105길 8, 비젼빌딩 501, 502호 (역삼동)",02-568-4190,900,1800
한국영상의학과의원,126.9357992,37.60016227,"서울특별시 은평구 통일로 599, B01,101,202,203호 (응암동)",02-388-7674,900,1800
한국원자력의학원원자력병원,127.0826932,37.62881598,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",02-970-2114,830,1630
한국의료재단아이에프씨의원,126.9248767,37.52517752,"서울특별시 영등포구 국제금융로 10, 4.5층 (여의도동, 투아이에프씨빌딩)",1544-2992,700,1600
한국의학연구소케이엠아이여의도의원,126.92484,37.52430479,"서울특별시 영등포구 국제금융로2길 24, BNK금융타워 13~15,1718층 (여의도동)",02-368-8114,700,1600
한국정형외과의원,126.899021,37.49456951,"서울특별시 영등포구 도림로 157, 대림빌딩 5층 (대림동)",02-843-8275,900,1900
한국정형외과의원,127.0629979,37.59065251,"서울특별시 동대문구 망우로21길 4, 3층 (휘경동)",02-2248-4992,900,1900
한국정형외과의원,127.0350076,37.64846313,서울특별시 도봉구 도봉로 482 (창동),02-903-1818,900,1800
한국치과의원,127.0557274,37.44792593,"서울특별시 서초구 청계산로 195, 2층 201호 (신원동, 프라임시티)",02-529-2877,1000,1800
한국혈우재단의원,127.0175597,37.48908414,"서울특별시 서초구 사임당로 70, 한국혈우재단 1,2,4,B1층 (서초동)",02-3473-6100,900,1700
행복치과의원,127.0196308,37.58559122,"서울특별시 성북구 인촌로 1, 2층 (보문동1가)",02-925-2804,930,1800
한그루치과병원,126.9497755,37.54188043,"서울특별시 마포구 마포대로 78, 자람빌딩 3층 (도화동)",02-716-2600,930,1830
한길영상의학과의원,127.0100362,37.55442835,"서울특별시 중구 다산로11길 3, 약수JK빌딩 3층 (신당동)",02-2256-7708,830,1730
한길의원,126.8446662,37.50287278,"서울특별시 구로구 고척로21나길 18, 2층 (개봉동)",02-2617-8887,900,1830
한길정형외과의원,126.8844703,37.51120297,"서울특별시 구로구 신도림로19길 7, 성광빌딩 409,410,411호 (신도림동)",02-2633-7303,900,1930
한길치과의원,127.1350097,37.52595227,"서울특별시 강동구 양재대로 1339, 2층 206호 (성내동)",02-478-7528,1000,1800
한길치과의원,127.0373306,37.64260638,"서울특별시 도봉구 덕릉로63가길 61, 202호 (창동)",02-908-3040,930,1800
한나산부인과의원,127.1333339,37.54575518,"서울특별시 강동구 구천면로 287-1, 1층,2층3층 (천호동)",02-428-7880,900,1800
한남웰빙의원,127.0056591,37.53251994,"서울특별시 용산구 대사관로30길 17, 2층 (한남동)",02-795-9042,900,1650
한내과의원,126.9188283,37.47430795,서울특별시 관악구 난우길 14 (신림동),02-851-6565,900,1800
한누리치과병원,126.9825474,37.56095575,"서울특별시 중구 퇴계로 97, 306호 (충무로1가, 대연각빌딩)",02-753-1922,930,1800
한도치과의원,127.0915661,37.55119284,"서울특별시 광진구 자양로 283 (구의동,, 21호)",02-453-6607,930,1800
한동철내과의원,126.9997105,37.53637338,"서울특별시 용산구 이태원로 239, 3층 (한남동)",02-6324-0202,900,1700
한동후치과의원,126.9557907,37.55091751,"서울특별시 마포구 마포대로 190, 2층 3층 (공덕동)",02-711-4115,930,1800
한림대학교 강남성심병원,126.9086725,37.49324929,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",02-829-5114,830,1630
한림대학교한강성심병원,126.91033,37.52346675,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",02-2639-5114,900,1630
한마루정신건강의학과의원,127.0158389,37.56485666,"서울특별시 중구 다산로 245, 302호 (무학동, 상민빌딩)",02-2234-5510,900,1800
한마음가정의원,127.1024878,37.48836965,"서울특별시 강남구 광평로51길 8, 303호 (수서동, 로얄프라자)",02-451-0031,930,1800
한마음가정의원,127.0517479,37.63256063,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",02-907-4002,900,1800
한마음가정의학과의원,127.0357439,37.66534127,서울특별시 도봉구 도당로13길 8,070-4897-9868,900,1800
한마음내과의원,126.9035908,37.49693406,서울특별시 영등포구 도림로 206 (대림동),02-843-0872,900,1800
한마음마취통증의학과의원,126.9753375,37.48288276,"서울특별시 동작구 사당로 244, 2층 (사당동, 사당시장)",02-525-8119,900,1800
한마음안과의원,127.0809301,37.56480161,"서울특별시 광진구 면목로 128, 3층 (중곡동)",02-461-7606,930,1830
한마음외과의원,126.9056574,37.45512276,"서울특별시 금천구 독산로 87, 유명빌딩 (시흥동)",02-809-6214,900,1830
한마음의원,127.0761913,37.66282681,서울특별시 노원구 덕릉로 730,02-935-7582,900,1900
한마음의원,126.8063998,37.57102749,"서울특별시 강서구 양천로6길 28, 303호 (방화동, 방화12단지아파트상가)",02-2663-6312,900,1830
한마음의원,127.0391947,37.62882043,"서울특별시 강북구 오현로 191, 2층 (번동)",02-946-1416,800,1800
한마음의원,127.0836235,37.53895001,서울특별시 광진구 자양로 126,02-455-2264,930,1800
한마음의원,127.1343594,37.52399279,"서울특별시 강동구 양재대로 1317, 경일빌딩 3,4층 (성내동)",02-1644-5122,900,1730
한마음이비인후과의원,126.923039,37.60026321,"서울특별시 은평구 은평로 136, 1,2층 (응암동)",02-354-8275,830,1800
한마음정신건강의학과의원,126.8525788,37.52155397,서울특별시 양천구 중앙로 282 (신정동),02-2696-0074,930,1830
한마음치과의원,127.0341774,37.66219984,서울특별시 도봉구 방학로 163 (방학동),02-3491-5399,930,1830
한마음치과의원,126.9729187,37.48197852,"서울특별시 동작구 사당로16길 35, 남서울농협남성지점 2층 2호 (사당동)",02-582-2835,1030,1830
한마음치과의원,126.906522,37.55288765,"서울특별시 마포구 포은로 64, 2층 (망원동)",02-324-0414,930,1730
한마음치과의원,126.9636568,37.55076702,서울특별시 용산구 효창원로 265 (서계동),02-713-1100,900,1800
한마음치과의원,127.0296922,37.61246127,"서울특별시 강북구 숭인로 73, 2층 (미아동, 풍원빌딩)",02-988-2838,930,1800
한마음한방병원,127.0327235,37.60143226,"서울특별시 성북구 종암로 129, 청한빌딩 4,5층 (종암동)",02-6231-7575,900,1800
행복한치과의원,127.1003644,37.59502798,서울특별시 중랑구 용마산로 494 (망우동),02-2209-2828,930,1830
한맘플러스재활의학과의원,127.0606694,37.50398603,"서울특별시 강남구 역삼로 527, 그린메디칼사옥 1~4(3층은일부)층 (대치동)",02-3452-9912,930,1830
한무현치과의원,126.9462948,37.5412655,"서울특별시 마포구 큰우물로 75, 성지빌딩 206호 (도화동)",02-713-0175,900,1900
한문수의원,127.013134,37.60243418,"서울특별시 성북구 아리랑로 117-5, 2층 (정릉동)",02-942-7578,900,1800
한미인(韓美人)의원,127.0244658,37.50210083,"서울특별시 서초구 서초대로77길 55, 에이프로 스퀘어 5층 (서초동)",02-532-6485,1030,2030
한미치과의원,127.0405068,37.52544495,"서울특별시 강남구 도산대로55길 29, 4층 (청담동)",02-549-9841,1000,1830
한번에치과의원,126.9844908,37.56489338,"서울특별시 중구 명동9길 23 (을지로2가, 한양빌딩502호)",02-753-2275,1000,2000
화인마취통증의학과의원,126.9022911,37.53324478,"서울특별시 영등포구 당산로 222, 201호 (당산동5가, 당산디오빌)",02-2068-2297,930,1900
